surname,surname_latin,n
Винтерфельд,Vinterfelʹd,1
Винтерштейн,Vinterštejn,1
Гинц-Диммель,Ginc-Dimmelʹ,1
Динцер,Dincer,1
Гинценберг,Gincenberg,1
Винценрид,Vincenrid,1
Винай,Vinaj,1
Гиенберг,Gienberg,1
Гиенберг-Сачкова,Gienberg-Sačkova,1
Дит,Dit,1
Битч,Bitč,1
Витвер,Vitver,1
Витикер,Vitiker,1
Витинг,Viting,1
Витрин,Vitrin,1
Битрих,Bitrih,1
Дитрих-Дейн,Ditrih-Dejn,1
Дитрих-Шотт,Ditrih-Šott,1
Витлин,Vitlin,1
Витлиф,Vitlif,1
Виско,Visko,1
Висков,Viskov,1
Витке,Vitke,1
Виткевич,Vitkevič,1
Битлер,Bitler,1
Вислер,Visler,1
Гитлер,Gitler,1
Гитлейн,Gitlejn,1
Дитмар,Ditmar,1
Висман,Visman,1
Битняк,Bitnâk,1
Витолин,Vitolin,1
Витоль,Vitolʹ,1
Битерман,Biterman,1
Витерман,Viterman,1
Гитт-Климчук,Gitt-Klimčuk,1
Гисс-Моисеева,Giss-Moiseeva,1
Гисс-Кох,Giss-Koh,1
Гисс-Шульга,Giss-Šulʹga,1
Диттбернер,Dittberner,1
Виттиг,Vittig,1
Дистергефт,Distergeft,1
Дистель,Distelʹ,1
Вистенгоф,Vistengof,1
Виттенберг,Vittenberg,1
Дитц-Берсенева,Ditc-Berseneva,1
Дитц-Лешакова,Ditc-Lešakova,1
Гитцеград,Gitcegrad,1
Битуева,Bitueva,1
Гитцель,Gitcelʹ,1
Дитцен,Ditcen,1
Гитценбюллер,Gitcenbûller,1
Витшель,Vitšelʹ,1
Вицкий,Vickij,1
Бихлер,Bihler,1
Бихе-Люциус,Bihe-Lûcius,1
Дицель-Брылякова,Dicelʹ-Brylâkova,1
Дицель-Степанова,Dicelʹ-Stepanova,1
Дицель-Фрасс,Dicelʹ-Frass,1
Диабальд,Diabalʹd,1
Диаманштейн,Diamanštejn,1
Диш,Diš,1
Бишке,Biške,1
Вишкарева,Viškareva,1
Вишняков,Višnâkov,1
Вишнякова,Višnâkova,1
Вишневская-Ефимова,Višnevskaâ-Efimova,1
Вишенко,Višenko,1
Гриб,Grib,1
Грибовитц,Gribovitc,1
Грибовская,Gribovskaâ,1
Григоров,Grigorov,1
Григоренко,Grigorenko,1
Григорьевская-Гравон,Grigorʹevskaâ-Gravon,1
Григоловский,Grigolovskij,1
Григер,Griger,1
Бригерман,Brigerman,1
Грибеле,Gribele,1
Григуляйт,Grigulâjt,1
Гридасова,Gridasova,1
Брим,Brim,1
Дрик-Регине,Drik-Regine,1
Грилл,Grill,1
Бриккер,Brikker,1
Дриколеев,Drikoleev,1
Грика,Grika,1
Бриль-Минина,Brilʹ-Minina,1
Грильборцер,Grilʹborcer,1
Брильц,Brilʹc,1
Гриндлер,Grindler,1
Гринблатт,Grinblatt,1
Гриник,Grinik,1
Грининг,Grining,1
Бринк,Brink,1
Гринке-Цвеер,Grinke-Cveer,1
Гринсберг,Grinsberg,1
Гринцевич,Grincevič,1
Гринфельд,Grinfelʹd,1
Гринштейнер,Grinštejner,1
Гринштамм,Grinštamm,1
Гриньке,Grinʹke,1
Гриез,Griez,1
Бритвина-Шмидт,Britvina-Šmidt,1
Бриске-Баранова,Briske-Baranova,1
Вритов,Vritov,1
Брихман,Brihman,1
Грицук,Gricuk,1
Грицфельд-Петранич,Gricfelʹd-Petranič,1
Гришин,Grišin,1
Гришаева-Гофман,Grišaeva-Gofman,1
Грищенко,Griŝenko,1
Гркович,Grkovič,1
Гро,Gro,1
Бродовский,Brodovskij,1
Гробовская,Grobovskaâ,1
Дрозд,Drozd,1
Дроздов,Drozdov,1
Брок,Brok,1
Бромберг,Bromberg,1
Брокгаузен,Brokgauzen,1
Дромметер,Drommeter,1
Брокоп,Brokop,1
Бройер,Brojer,1
Громцик,Gromcik,1
Дройфс,Drojfs,1
Громан-Дыгай,Groman-Dygaj,1
Громан-Козубенко,Groman-Kozubenko,1
Гроль,Grolʹ,1
Дрон-Дон,Dron-Don,1
Брондштеттер,Brondštetter,1
Гроник,Gronik,1
Броневский,Bronevskij,1
Гронау,Gronau,1
Дрот,Drot,1
Гроскрейц,Groskrejc,1
Гроскопф,Groskopf,1
Броска,Broska,1
Дротт,Drott,1
Бротт,Brott,1
Гросс-Гиберт,Gross-Gibert,1
Гросс-Красовская-Савельева,Gross-Krasovskaâ-Savelʹeva,1
Гросс-Новикова,Gross-Novikova,1
Брост-Шнейдер,Brost-Šnejder,1
Гротте,Grotte,1
Гроссер,Grosser,1
Гросселюс,Grosselûs,1
Гростайт,Grostajt,1
Дростэ,Drosté,1
Гроттэ,Grotté,1
Броцман-Боль,Brocman-Bolʹ,1
Броукш,Broukš,1
Гроховский,Grohovskij,1
Броуэр,Brouér,1
Греч,Greč,1
Бредгаур,Bredgaur,1
Древич,Drevič,1
Дредигер,Drediger,1
Бредин,Bredin,1
Гребинг,Grebing,1
Брегман,Bregman,1
Гребер,Greber,1
Дрегерт,Dregert,1
Гревен,Greven,1
Гребенюк,Grebenûk,1
Древецкий,Dreveckij,1
Древецкая,Dreveckaâ,1
Древс,Drevs,1
Грева,Greva,1
Древаль,Drevalʹ,1
Дребант,Drebant,1
Брезинский,Brezinskij,1
Брезняк,Breznâk,1
Брежнева-Бизерт,Brežneva-Bizert,1
Брезна,Brezna,1
Брезе,Breze,1
Грезер,Grezer,1
Бреил,Breil,1
Дрейчинг,Drejčing,1
Дрейгер-Карк,Drejger-Kark,1
Брейдт,Brejdt,1
Дрейбах,Drejbah,1
Дрейзер,Drejzer,1
Бремпель,Brempelʹ,1
Дрейлих-Нейбауэр,Drejlih-Nejbauér,1
Греммер,Gremmer,1
Брейкш,Brejkš,1
Брейнинг,Brejning,1
Грейнц,Grejnc,1
Брейнфогель,Brejnfogelʹ,1
Брейер,Brejer,1
Бремель,Bremelʹ,1
Дрейт,Drejt,1
Брейткрейц,Brejtkrejc,1
Брейтмейер,Brejtmejer,1
Брейтмайер,Brejtmajer,1
Брейтман,Brejtman,1
Брейтенбихер,Brejtenbiher,1
Брейтфус,Brejtfus,1
Грейф,Grejf,1
Грейцингер,Grejcinger,1
Брейфогель,Brejfogelʹ,1
Брейцер,Brejcer,1
Грейфер,Grejfer,1
Дрейфельд,Drejfelʹd,1
Дрель,Drelʹ,1
Брель,Brelʹ,1
Гренвальд,Grenvalʹd,1
Бренин,Brenin,1
Бренингер,Breninger,1
Бренко,Brenko,1
Бренер,Brener,1
Брентен,Brenten,1
Гренадер,Grenader,1
Бреньяк,Brenʹâk,1
Дреер,Dreer,1
Бреер,Breer,1
Бретгауэр,Bretgauér,1
Дреслер,Dresler,1
Бреслер,Bresler,1
Дресслер,Dressler,1
Бреттер,Bretter,1
Бретцер,Bretcer,1
Гресюк,Gresûk,1
Брец,Brec,1
Брецер,Brecer,1
Грефенштейн,Grefenštejn,1
Грефенштейн-Волкова,Grefenštejn-Volkova,1
Греффеле,Greffele,1
Греш,Greš,1
Друде,Drude,1
Грубе,Grube,1
Грубер,Gruber,1
Врубель,Vrubelʹ,1
Бружинская,Bružinskaâ,1
Груземан,Gruzeman,1
Групп,Grupp,1
Груперт,Grupert,1
Бруммет,Brummet,1
Друкер,Druker,1
Брукер,Bruker,1
Брун,Brun,1
Грун,Grun,1
Брунгард,Brungard,1
Бруновская,Brunovskaâ,1
Грунт,Grunt,1
Брунтон,Brunton,1
Грунау,Grunau,1
Брунш,Brunš,1
Бруско,Brusko,1
Брухинская,Bruhinskaâ,1
Брухаль,Bruhalʹ,1
Гра,Gra,1
Драчев,Dračev,1
Грабинский,Grabinskij,1
Грабовски,Grabovski,1
Грабовская-Лаугерт,Grabovskaâ-Laugert,1
Граве,Grave,1
Бравер,Braver,1
Гравендер,Gravender,1
Брабандер,Brabander,1
Бразовский,Brazovskij,1
Брай,Braj,1
Брай-Крайц,Braj-Krajc,1
Брайдигам,Brajdigam,1
Брайдиган,Brajdigan,1
Врайберг,Vrajberg,1
Грамберг,Gramberg,1
Брайдельштейн,Brajdelʹštejn,1
Граминский,Graminskij,1
Драмм,Dramm,1
Брайльман,Brajlʹman,1
Брайнинг,Brajning,1
Брайнингер,Brajninger,1
Драйер,Drajer,1
Брайер,Brajer,1
Драйерсдорф,Drajersdorf,1
Брамфельд,Bramfelʹd,1
Бранд,Brand,1
Врангель,Vrangelʹ,1
Брандт-Альберт,Brandt-Alʹbert,1
Гранц,Granc,1
Гранфельд,Granfelʹd,1
Гранат,Granat,1
Братвизнер,Bratvizner,1
Гратволь,Gratvolʹ,1
Граслин,Graslin,1
Грасман,Grasman,1
Граслауб,Graslaub,1
Грассе,Grasse,1
Грассэ,Grassé,1
Грац,Grac,1
Граубергер-Молчанова,Grauberger-Molčanova,1
Граубергер-Таут,Grauberger-Taut,1
Граубейгер,Graubejger,1
Браузман,Brauzman,1
Грацик,Gracik,1
Браунбек,Braunbek,1
Браунек,Braunek,1
Браунс,Brauns,1
Граус,Graus,1
Графф,Graff,1
Грауштейн,Grauštejn,1
Брауэр-Грязева,Brauér-Grâzeva,1
Брауэр-Бакшеева,Brauér-Bakšeeva,1
Брауэр-Козодой,Brauér-Kozodoj,1
Браац,Braac,1
Браш,Braš,1
Брюккер,Brûkker,1
Брюкнер,Brûkner,1
Брюн,Brûn,1
Грюн-Штвейн,Grûn-Štvejn,1
Брюнгер,Brûnger,1
Грюнбуш,Grûnbuš,1
Грюнталь,Grûntalʹ,1
Грюнау,Grûnau,1
Грюнштамм,Grûnštamm,1
Брыльц,Brylʹc,1
Бляйх,Blâjh,1
Бляйхер,Blâjher,1
Блян,Blân,1
Глянчник,Glânčnik,1
Глянец,Glânec,1
Гляуэр,Glâuér,1
Блин,Blin,1
Блиндерберг,Blinderberg,1
Блиок,Bliok,1
Дмитриева,Dmitrieva,1
Дмитриенко,Dmitrienko,1
Дмитрова,Dmitrova,1
Гкрман-Костюкова,Gkrman-Kostûkova,1
Глобетанц,Globetanc,1
Глокке,Glokke,1
Блохина,Blohina,1
Блезе,Bleze,1
Блек,Blek,1
Блекс,Bleks,1
Блейх,Blejh,1
Блейхер,Blejher,1
Блеснер,Blesner,1
Глуговский,Glugovskij,1
Глупс,Glups,1
Блументаль,Blumentalʹ,1
Глухова,Gluhova,1
Глухель,Gluhelʹ,1
Глушкова,Gluškova,1
Глушкова-Пак,Gluškova-Pak,1
Глущенко,Gluŝenko,1
Владимирская,Vladimirskaâ,1
Благодарова,Blagodarova,1
Главач,Glavač,1
Глазер-Розина,Glazer-Rozina,1
Глазенап,Glazenap,1
Глазачев,Glazačev,1
Глайзер,Glajzer,1
Блайле,Blajle,1
Бланкенбург,Blankenburg,1
Блат,Blat,1
Бласковититц,Blaskovititc,1
Глассман,Glassman,1
Блатц,Blatc,1
Блац,Blac,1
Глац,Glac,1
Глауб,Glaub,1
Глаубец,Glaubec,1
Влахова,Vlahova,1
Блахетт-Благитов,Blahett-Blagitov,1
Блюмберг,Blûmberg,1
Блюмгард,Blûmgard,1
Блюменгартен,Blûmengarten,1
Блюменталь,Blûmentalʹ,1
Блюменшайн,Blûmenšajn,1
Блюмхен,Blûmhen,1
Блюман,Blûman,1
Блюшке,Blûške,1
Боярле,Boârle,1
Воян,Voân,1
Боченкова,Bočenkova,1
Боб,Bob,1
Бод-Даммер,Bod-Dammer,1
Довгялло,Dovgâllo,1
Добберт,Dobbert,1
Богдан,Bogdan,1
Гобза,Gobza,1
Добирман,Dobirman,1
Вогрич,Vogrič,1
Добриева,Dobrieva,1
Доброчивер,Dobročiver,1
Бобров,Bobrov,1
Добровольская,Dobrovolʹskaâ,1
Доброва,Dobrova,1
Боброва,Bobrova,1
Боброва-Баммер,Bobrova-Bammer,1
Боброва-Эйсфельд,Bobrova-Éjsfelʹd,1
Добранц,Dobranc,1
Бодмер,Bodmer,1
Богоявленский,Bogoâvlenskij,1
Говоренко,Govorenko,1
Богомолов,Bogomolov,1
Богословская-Виммелер,Bogoslovskaâ-Vimmeler,1
Боберман,Boberman,1
Гогерц,Gogerc,1
Доберштайн,Doberštajn,1
Говейдер,Govejder,1
Бодемир,Bodemir,1
Гогельганц,Gogelʹganc,1
Богельман,Bogelʹman,1
Гогенлах,Gogenlah,1
Гогенштейн,Gogenštejn,1
Бодунген,Bodungen,1
Богусловская-Камловска,Boguslovskaâ-Kamlovska,1
Гогуш,Goguš,1
Богач,Bogač,1
Говайлер,Govajler,1
Бодакова-Майле,Bodakova-Majle,1
Богатиков,Bogatikov,1
Годау,Godau,1
Бодымер,Bodymer,1
Бодэ,Bodé,1
Боп,Bop,1
Гор,Gor,1
Бор-Слакова,Bor-Slakova,1
Горяйстова,Gorâjstova,1
Гордель,Gordelʹ,1
Гордеева,Gordeeva,1
Боргест,Borgest,1
Дорважина,Dorvažina,1
Боргард,Borgard,1
Боргардт,Borgardt,1
Борданенко,Bordanenko,1
Дорж,Dorž,1
Боржицкий,Boržickij,1
Допильштен,Dopilʹšten,1
Горинов,Gorinov,1
Борис,Boris,1
Борисова-Гельман,Borisova-Gelʹman,1
Борисевич,Borisevič,1
Борисенко,Borisenko,1
Горих,Gorih,1
Гоппе-Казаева,Goppe-Kazaeva,1
Дорм,Dorm,1
Дорм-Дудина,Dorm-Dudina,1
Дормидонтов,Dormidontov,1
Боркис,Borkis,1
Дорко,Dorko,1
Вормсбехер,Vormsbeher,1
Борлак,Borlak,1
Борман,Borman,1
Борман-Сисько,Borman-Sisʹko,1
Дорн-Гогенфельд,Dorn-Gogenfelʹd,1
Горн-Горюнова,Gorn-Gorûnova,1
Дорн-Мешалкина,Dorn-Mešalkina,1
Городничева-Гетт,Gorodničeva-Gett,1
Боровский,Borovskij,1
Ворова,Vorova,1
Борнгардт,Borngardt,1
Ворожейкин,Vorožejkin,1
Горникель,Gornikelʹ,1
Борок,Borok,1
Горнов,Gornov,1
Доронин,Doronin,1
Воронина,Voronina,1
Гороховский,Gorohovskij,1
Ворохова,Vorohova,1
Ворнат,Vornat,1
Дорошина,Dorošina,1
Дорошенко,Dorošenko,1
Горе,Gore,1
Борер,Borer,1
Горемыкина,Goremykina,1
Доренгель,Dorengelʹ,1
Воренсбехер,Vorensbeher,1
Горешник,Gorešnik,1
Борт,Bort,1
Бортгаузен,Bortgauzen,1
Бортковский,Bortkovskij,1
Борткевич,Bortkevič,1
Бортоломей,Bortolomej,1
Борст,Borst,1
Горст-Бурмистрова,Gorst-Burmistrova,1
Бортфельд,Bortfelʹd,1
Гортэ,Gorté,1
Ворх,Vorh,1
Гопфгартен,Gopfgarten,1
Борцов,Borcov,1
Борхерт,Borhert,1
Дорш-Манс,Dorš-Mans,1
Дорше,Dorše,1
Горшт,Goršt,1
Бой,Boj,1
Голя,Golâ,1
Дойч,Dojč,1
Болчис-Шеф,Bolčis-Šef,1
Дойчер,Dojčer,1
Бойченков,Bojčenkov,1
Волченок,Volčenok,1
Волчанская-Стиль,Volčanskaâ-Stilʹ,1
Голбик,Golbik,1
Домбровская,Dombrovskaâ,1
Гомборд-Ляций,Gombord-Lâcij,1
Вомболь,Vombolʹ,1
Долгун,Dolgun,1
Бомзе,Bomze,1
Долин,Dolin,1
Болингер,Bolinger,1
Голингер,Golinger,1
Голиц,Golic,1
Голиард,Goliard,1
Бокк-Киселева,Bokk-Kiseleva,1
Боллих,Bollih,1
Боймлер,Bojmler,1
Волкман,Volkman,1
Волков,Volkov,1
Волкова,Volkova,1
Бойкова-Дорш,Bojkova-Dorš,1
Бойкова-Дьячкова,Bojkova-Dʹâčkova,1
Бойкова-Петрушкина,Bojkova-Petruškina,1
Бойкова-Рат,Bojkova-Rat,1
Волкова-Флек,Volkova-Flek,1
Волкова-Шмоль-Фальба,Volkova-Šmolʹ-Falʹba,1
Домке-Трипель,Domke-Tripelʹ,1
Боллер,Boller,1
Гоммер,Gommer,1
Волленшлейгер,Vollenšlejger,1
Голлеш,Golleš,1
Бокла-Крафт,Bokla-Kraft,1
Голлан,Gollan,1
Гомман,Gomman,1
Голлауэр,Gollauér,1
Вомочка,Vomočka,1
Гомов,Gomov,1
Бологова-Эсатова,Bologova-Ésatova,1
Головань,Golovanʹ,1
Гомор,Gomor,1
Гололобова,Gololobova,1
Волоконская,Volokonskaâ,1
Войнова,Vojnova,1
Голосилов,Golosilov,1
Голосилова,Golosilova,1
Болотин-Степанов-Гирл,Bolotin-Stepanov-Girl,1
Болотова,Bolotova,1
Волосская-Классен,Volosskaâ-Klassen,1
Гойе,Goje,1
Волерт,Volert,1
Големгрен,Golemgren,1
Голембовский,Golembovskij,1
Болекс,Boleks,1
Гомель,Gomelʹ,1
Волентарский,Volentarskij,1
Волешковский,Voleškovskij,1
Бокс,Boks,1
Боксбергер,Boksberger,1
Войткович,Vojtkovič,1
Войсенберт,Vojsenbert,1
Дойтхе,Dojthe,1
Болтус,Boltus,1
Войташек,Vojtašek,1
Голубина,Golubina,1
Голубенков,Golubenkov,1
Голумбиевский,Golumbievskij,1
Бойцова,Bojcova,1
Войце,Vojce,1
Доман,Doman,1
Бокан,Bokan,1
Гоманк,Gomank,1
Доманский,Domanskij,1
Воланский,Volanskij,1
Бокша,Bokša,1
Доль,Dolʹ,1
Воль,Volʹ,1
Голь-Гнауб,Golʹ-Gnaub,1
Голь-Зайберт,Golʹ-Zajbert,1
Боль-Матус,Bolʹ-Matus,1
Голь-Каутова,Golʹ-Kautova,1
Гольч,Golʹč,1
Гольд,Golʹd,1
Гольдбляуб,Golʹdblâub,1
Гольвег,Golʹveg,1
Больгер,Bolʹger,1
Гольдер,Golʹder,1
Дольберг,Dolʹberg,1
Гольвек,Golʹvek,1
Гольденштуббе,Golʹdenštubbe,1
Вольбаум,Volʹbaum,1
Гольпер,Golʹper,1
Волькович,Volʹkovič,1
Дольке,Dolʹke,1
Гольке,Golʹke,1
Вольмерг,Volʹmerg,1
Волькенгарр,Volʹkengarr,1
Больменко,Bolʹmenko,1
Вольман-Клипан,Volʹman-Klipan,1
Волынкина,Volynkina,1
Волынская-Рыльская,Volynskaâ-Rylʹskaâ,1
Вольный,Volʹnyj,1
Вольт,Volʹt,1
Вольская,Volʹskaâ,1
Гольтман,Golʹtman,1
Вольтер-Счетова,Volʹter-Sčetova,1
Вольф-Доль,Volʹf-Dolʹ,1
Вольф-Плохотникова,Volʹf-Plohotnikova,1
Вольф-Абляева,Volʹf-Ablâeva,1
Вольф-Шнайдер,Volʹf-Šnajder,1
Гольцвирт,Golʹcvirt,1
Гольцвард,Golʹcvard,1
Гольцвардт,Golʹcvardt,1
Гольцварт-Дьякова,Golʹcvart-Dʹâkova,1
Гольфингер,Golʹfinger,1
Гольцрихтер,Golʹcrihter,1
Гольцке,Golʹcke,1
Гольцер-Мартин,Golʹcer-Martin,1
Вольфсдорф,Volʹfsdorf,1
Гольцфохт,Golʹcfoht,1
Вольфардт-Кох,Volʹfardt-Koh,1
Гольцапфель,Golʹcapfelʹ,1
Больш,Bolʹš,1
Вольштейн-Бут,Volʹštejn-But,1
Вольштейн-Иззак,Volʹštejn-Izzak,1
Вольштейн-Рейнш,Volʹštejn-Rejnš,1
Большакова,Bolʹšakova,1
Дон,Don,1
Бонч-Осмоловская,Bonč-Osmolovskaâ,1
Гончаренко-Дик,Gončarenko-Dik,1
Бонвич,Bonvič,1
Боогер-Келлер,Booger-Keller,1
Гоогс,Googs,1
Бонданг,Bondang,1
Гонзо,Gonzo,1
Бонзак,Bonzak,1
Гониг,Gonig,1
Гоникер,Goniker,1
Гооп,Goop,1
Боок,Book,1
Бонковский,Bonkovskij,1
Гонке,Gonke,1
Гооль,Goolʹ,1
Бонн,Bonn,1
Боон,Boon,1
Гонн,Gonn,1
Донникер,Donniker,1
Бонокер,Bonoker,1
Гонненко,Gonnenko,1
Донерстаг,Donerstag,1
Гонекер,Goneker,1
Донслав,Donslav,1
Гоосен,Goosen,1
Донарский,Donarskij,1
Бонаус,Bonaus,1
Гоньштейн,Gonʹštejn,1
Гнерих,Gnerih,1
Гнейдинг,Gnejding,1
Военгард,Voengard,1
Военмастер,Voenmaster,1
Гнетковская,Gnetkovskaâ,1
Вотчал,Votčal,1
Вотчаль,Votčalʹ,1
Готвальд,Gotvalʹd,1
Готгальк,Gotgalʹk,1
Готинг,Goting,1
Готлиб,Gotlib,1
Госкинс,Goskins,1
Воске,Voske,1
Бослер,Bosler,1
Досова,Dosova,1
Ботникова,Botnikova,1
Боснак,Bosnak,1
Дотер,Doter,1
Госек,Gosek,1
Босс,Boss,1
